address,area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year
"Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",36,,3,Tây Nam,,2,3,3,Have certificate,Full,4.68,2024
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",52,,5,Tây Nam,,3,,,,,4.19,2024
"Đường Thị Trấn Tân Hiệp, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",77,,4,,,3,5,4,Have certificate,,3.3,2024
"Đường Lê Văn Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",75,4,,,,2,3,3,Have certificate,,6.5,2024
"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",54,,4.5,Đông Bắc,Đông Bắc,5,5,3,Have certificate,Full,7.5,2024
"Đường Hiệp Nhất, Phường 4, Tân Bình, Hồ Chí Minh",35,3,2.5,,,2,2,2,Have certificate,Full,3.99,2024
"Đường Thạnh Lộc 8, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",85.9,4,16,Nam,,,,,Have certificate,,5.1,2024
"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",48,,,,,2,3,2,Have certificate,Full,3.6,2024
"Đường Phan Anh, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",56,,,,,2,3,2,Have certificate,Full,4.2,2024
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",76,,,,,3,4,3,Have certificate,Full,6.1,2024
"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",56,4,4,,,4,3,3,Have certificate,Full,4.4,2024
"Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",67.5,,8,,,3,,,Have certificate,,8.8,2024
"Đường Quốc Lộ 13, Phường 26, Bình Thạnh, Hồ Chí Minh",54,4,4,,,3,3,4,Have certificate,Basic,7.5,2024
"Đường Số 3, Phường 9, Gò Vấp, Hồ Chí Minh",70,6.1,3.5,,,3,3,3,Have certificate,,6.5,2024
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,5,16,,,3,3,4,Have certificate,Basic,8.2,2024
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",42.4,8,6,Tây,Tây,4,3,3,Have certificate,Full,6.25,2024
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",43,4,,,,2,,,,,3.28,2024
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",74,4.02,8,,,4,7,4,Have certificate,Full,5.85,2024
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",70,4.5,10,,,4,3,3,Have certificate,Full,5.9,2024
"Đường 8, Phường 11, Gò Vấp, Hồ Chí Minh",56,,5,Đông,Đông,5,4,5,Have certificate,,7.8,2024
"Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",48,4,10,Tây Nam,Tây Nam,2,2,2,Have certificate,Full,3.95,2024
"Đường Tân Hiệp 31, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",100,5,10,,,3,4,3,Have certificate,Full,5.5,2024
"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",15,3.5,3,,,2,1,1,Have certificate,,1.8,2024
"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",40,,6,,,5,5,6,Have certificate,Full,9.9,2024
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",52,12,12,,,5,5,6,Have certificate,Full,5.99,2024
"Đường Bác Ái, Phường Tân Thành, Tân Phú, Hồ Chí Minh",72.4,,14,,,3,,,Have certificate,,8.7,2024
"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",35,,,,,4,3,4,Have certificate,Full,6.15,2024
"Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",94.9,,6,,,2,4,5,,,4.8,2024
"Đường Số 10, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",40,8,4,,,1,2,2,,,3.25,2024
"Đường Hồ Ngọc Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",54,,6,,,4,4,3,,,7,2024
"Đường Hồ Học Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",54,,6,,,4,4,3,,,7,2024
"Đường Thạnh Lộc 47, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",50.6,,,Đông,,3,4,4,Have certificate,Full,4.9,2024
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",53.4,,,,,2,3,2,,,4.55,2024
"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",74,,,,,2,2,2,Have certificate,,5.8,2024
"Đường Phạm Văn Chiêu, Phường 8, Gò Vấp, Hồ Chí Minh",55,4,,,,4,4,4,,,6.3,2024
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",115,,,,,2,3,2,Have certificate,,8.99,2024
"Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",59,4,2.5,Đông Bắc,,2,2,1,Have certificate,Full,2.65,2024
"Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",36,4,,,,5,5,,Have certificate,Basic,7,2024
"Đường Trần Văn Mười, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",40,,8,,,1,2,2,Have certificate,Basic,1.38,2024
"Đường 2D, Phường An Lạc, Bình Tân, Hồ Chí Minh",75.6,4.2,6,,,4,5,5,Have certificate,Basic,7.25,2024
"Đường Huỳnh Văn Nghệ, Phường 12, Gò Vấp, Hồ Chí Minh",67,4,,,,3,4,5,Have certificate,,6.29,2024
"Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",81,,,,,4,,,,,7.9,2024
"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",60.5,6.8,8,,,4,4,5,Have certificate,Full,10,2024
"Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",40.8,,,,,3,4,4,Have certificate,Basic,7,2024
"Đường Linh Trung, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",106.8,4.5,16,,,2,3,3,Have certificate,Basic,5.9,2024
"Dự án ST Moritz Phạm Văn Đồng, Thành phố Thủ Đức, Hồ Chí Minh",200,,,,,,,,Have certificate,,7.9,2024
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",53,4.05,5,Tây Nam,,2,2,2,Have certificate,Basic,4.86,2024
"Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Hồ Chí Minh",92,,,Đông Nam,,1,2,1,Have certificate,Full,5.9,2024
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",100,,6,Tây Bắc,,5,4,4,Have certificate,,9.5,2024
"Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",65,,,,,,4,4,Have certificate,,7.5,2024
"Đường Số 4, Phường 16, Gò Vấp, Hồ Chí Minh",75,4,5,,,2,3,3,,,6.5,2024
"Đường Hoài Thanh, Phường 14, Quận 8, Hồ Chí Minh",16,4,2,,,2,2,1,Have certificate,Full,1.55,2024
"Đường Sư Vạn Hạnh, Phường 10, Quận 10, Hồ Chí Minh",28.2,,,,,2,2,2,Have certificate,Full,3.85,2024
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",40,,,Tây Nam,,2,2,2,Have certificate,Full,3.65,2024
"Đường An Hội, Phường 13, Gò Vấp, Hồ Chí Minh",65,8,3.5,,,,,,Have certificate,,5.5,2024
"Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",50,4.3,,,,2,3,2,,,5.5,2024
"Đường Huỳnh Thị Na, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",56,4,4,,,2,3,2,Have certificate,,3.1,2024
"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",40,4,,,,2,2,2,Have certificate,Full,3.35,2024
"Dự án Rosita Garden Khang Điền, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",140,7,12,Tây Nam,,3,4,3,Have certificate,,7,2024
"Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",56,,10,,,3,4,3,Have certificate,Full,6.1,2024
"134/109/31A đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh",32,,4.5,Đông Nam,,2,2,2,Have certificate,Full,5.55,2024
"Đường Lưu Hữu Phước, Phường 15, Quận 8, Hồ Chí Minh",28,4,3,,,2,2,2,Have certificate,Full,2.6,2024
"Đường Bùi Công Trừng, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",99,5,5,Bắc,Bắc,1,2,2,Have certificate,,2.75,2024
"Đường 4, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",110,6,,Đông Bắc,Đông Bắc,3,5,4,Have certificate,Full,8.1,2024
"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",55.3,5,7,Tây Nam,Tây Nam,5,8,5,Have certificate,Full,10,2024
"Đường Trịnh Đình Trọng, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",35,5,5,,,2,2,2,Have certificate,Full,4,2024
"Đường Hiệp Thành 43, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",44,,6,,,2,2,2,,,3.6,2024
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",82,4.1,,,,2,3,3,Have certificate,Full,9,2024
"Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",42,3.6,5,Đông Nam,,2,2,2,Have certificate,Full,3.2,2024
"Đường Liên Ấp 2-3-4, Xã Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh",65,,4,,,1,3,2,,,1.55,2024
"1365, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",72,4,,Đông,,4,4,5,Have certificate,,9.7,2024
"Đường Nguyễn Hồng Đào, Phường 10, Tân Bình, Hồ Chí Minh",49,,,,,4,4,4,Have certificate,Basic,6.3,2024
"Đường Lưu Chí Hiếu, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",60,,,,,4,4,4,Have certificate,,8.2,2024
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",70,4.5,10,,,4,4,3,Have certificate,Full,5.9,2024
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",18,3.6,4,,,3,2,2,Have certificate,,2.28,2024
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",48,5,8,Đông,,2,3,3,Have certificate,Full,5.85,2024
"Đường Lê Thị Lơ, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",88,4,10,Nam,,2,2,2,Have certificate,Full,4.85,2024
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",27.5,,4,,,2,2,2,Have certificate,Full,2.72,2024
"Đường Tôn Thất Thuyết, Phường 3, Quận 4, Hồ Chí Minh",40,5.5,4,Đông Bắc,,5,3,3,Have certificate,Full,7.2,2024
"Đường Vườn Chuối, Phường 4, Quận 3, Hồ Chí Minh",16.1,,,,,2,,,,,2.95,2024
"710/63 Đường Lũy Bán Bích, Phường Tân Thành, Tân Phú, Hồ Chí Minh",60,,,,,,,,Have certificate,,7.55,2024
"Đường Âu Cơ, Phường 14, Quận 11, Hồ Chí Minh",35,,,,,6,4,5,Have certificate,Basic,8.68,2024
"Đường Số 92, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",114,,,,,,6,6,Have certificate,Full,1.45,2024
"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",77.6,4.1,4.5,,,4,4,5,Have certificate,Full,6.6,2024
"Đường Chử Đồng Tử, Phường 7, Tân Bình, Hồ Chí Minh",60,4,10,,,5,4,4,Have certificate,Basic,9.5,2024
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",32,,,,,2,2,2,Have certificate,Basic,2.27,2024
"Đường Trịnh Thị Dối, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",62,4,3,Tây,,1,3,2,Have certificate,Full,2,2024
"Đường Đông Thạnh 4, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",67,4,6,Tây,,3,4,3,,,3.85,2024
"Đường Trịnh Thị Dối, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",45,3.3,4,,,,4,3,Have certificate,,1.65,2024
"Đường Ấp 6, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",60,4,4,,,1,2,1,Have certificate,,2.55,2024
"Đường Tô Ký, Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",52,4,6,Đông Nam,,3,4,3,Have certificate,Full,4.7,2024
"Đường Đặng Thúc Vịnh, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",48,8,2.5,Tây Bắc,Tây Bắc,1,2,1,Have certificate,Full,2.05,2024
"Đường Huỳnh Thị Na, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",101,4.3,8,Đông Nam,,1,2,2,Have certificate,Full,5.2,2024
"Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",60.3,,,Đông Bắc,,4,4,3,Have certificate,Full,8.5,2024
"Đường Ba Vân, Phường 14, Tân Bình, Hồ Chí Minh",40,4,10,,,4,6,5,Have certificate,Full,8,2024
"Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh",32.5,,,,,4,3,4,Have certificate,,4.95,2024
"Đường Chu Văn An, Phường 24, Bình Thạnh, Hồ Chí Minh",78,,6,,,4,9,,,,8.9,2024
"Đường Nguyễn Kiệm, Phường 3, Gò Vấp, Hồ Chí Minh",68,4,10,Bắc,Bắc,,2,1,Have certificate,Full,7.95,2024
"Đường T1, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",80,,16,,,3,4,4,,,9.9,2024
"Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",80,,,,,,2,2,Have certificate,,7.6,2024
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",82,,12,,,2,3,2,Have certificate,Basic,8.2,2024
"Đường Thích Quảng Đức, Phường 4, Phú Nhuận, Hồ Chí Minh",40.4,6,4,Tây Bắc,Tây Bắc,6,5,5,Have certificate,Full,8.6,2024
"Đường Số 20, Phường 5, Gò Vấp, Hồ Chí Minh",46,4,8,Tây Nam,,1,2,2,Have certificate,Basic,4.4,2024
"Đường Nguyễn Thái Sơn, Phường 15, Gò Vấp, Hồ Chí Minh",36,,,,,4,3,3,Have certificate,Basic,6.2,2024
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",52,,8,,,4,4,5,,,5.25,2024
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",60,5,5,Nam,Nam,2,2,2,Have certificate,Basic,2.75,2024
"Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh",50,,,,,5,5,6,Have certificate,Full,10,2024
"Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh",21.7,,,,,2,3,2,Have certificate,Basic,3.9,2024
"Đường Lý Tế Xuyên, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",116,7,,,,,5,5,Have certificate,Basic,5.5,2024
"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",80,4.2,,,,,,,,,7.7,2024
"Đường Số 48, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",64,4.1,,,,3,4,4,Have certificate,Basic,6.7,2024
"Phường Long Trường, Quận 9, Hồ Chí Minh",62,5.2,5,,,3,4,3,Have certificate,,4.5,2024
"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",48,4,20,,,5,7,7,,Full,8.8,2024
"Đường Điện Biên Phủ, Phường 10, Quận 10, Hồ Chí Minh",87,5,5,,,3,4,4,Have certificate,,9.79,2024
"Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",53,5,7,,,2,3,2,Have certificate,Basic,9.3,2024
"Đường Lý Chính Thắng, Phường 12, Quận 3, Hồ Chí Minh",21,,,Đông Nam,,3,3,4,Have certificate,,3.87,2024
"Đường Số 1A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",84,,,,,2,,,,,9.25,2024
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",80,4.6,,,,,2,2,Have certificate,Basic,5.7,2024
"Phường 5, Gò Vấp, Hồ Chí Minh",30.2,3.9,2.5,Tây Nam,,3,5,3,Have certificate,Basic,3.8,2024
"Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",40,5,4,,,4,4,4,Have certificate,,8.5,2024
"Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",57,4,8,,,5,,,Have certificate,,7.4,2024
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",60,4,5,,,3,3,4,Have certificate,,6,2024
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",65,4,,,,,,,,,7.9,2024
"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",48,,,,,4,4,4,Have certificate,Full,7.5,2024
"Đường Số 55A, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",64,,,,,2,,,,,5.8,2024
"Đường 53C, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",80,,,,,4,8,9,Have certificate,,8.35,2024
"1/, Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",32,,,,,4,,,Have certificate,Full,6.6,2024
"Đường Số 2 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",50,,,,,3,,,Have certificate,Basic,8.5,2024
"535, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",54,4.5,,Tây Nam,,4,4,5,Have certificate,,8.5,2024
"Hẻm 528, Đường Điện Biên Phủ, Phường 11, Quận 10, Hồ Chí Minh",50,,,,,4,,,,,8.5,2024
"Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",90,5,12,,,4,4,6,Have certificate,,10,2024
"Đường  Nguyễn Thiện Thuật, Phường 1, Quận 3, Hồ Chí Minh",46,3.1,5,,,4,6,6,Have certificate,Basic,8.5,2024
"Hẻm 237, Đường Trần Văn Đang, Phường 11, Quận 3, Hồ Chí Minh",36,3.2,2.2,Tây Nam,,2,2,2,Have certificate,Basic,4.65,2024
"Đường Huỳnh Tịnh Của, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",25,,6,,,2,2,2,Have certificate,Full,3.1,2024
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100,,30,Nam,Nam,4,4,4,Have certificate,,6.1,2024
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100,5,12,Bắc,Bắc,3,4,5,Have certificate,Basic,6.5,2024
"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",32,5,2,Đông Nam,Đông Nam,2,2,2,Have certificate,Basic,4.8,2024
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",13,,3,Đông Bắc,,2,2,3,Have certificate,,2.75,2024
"Đường Số 182, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",100,5,10,Đông,Đông,1,2,1,,Full,5.3,2024
"Đường Số 4, Phường 16, Gò Vấp, Hồ Chí Minh",28,,14,,,,,,,,3.23,2024
"Đường Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",12.2,,,,,1,1,1,Have certificate,,2.52,2024
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",39,4.4,5,,,2,2,2,Have certificate,Basic,3.5,2024
"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",32,4.8,,,,5,5,3,Have certificate,Basic,7.2,2024
"281, Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",60,,,,,2,3,2,Have certificate,Basic,8.9,2024
"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",20,,,Tây Nam,,4,2,1,Have certificate,Basic,4.95,2024
"Đường Hương Lộ 11, Xã Tân Quý Tây, Bình Chánh, Hồ Chí Minh",130,5,4,Đông,,,2,2,Have certificate,Basic,2.85,2024
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh",35,4,4,,,5,5,3,Have certificate,Full,6.2,2024
"Đường Huỳnh Bá Chánh, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",146,5,2,,,1,8,8,Have certificate,,3.5,2024
"Đường Trần Văn Giàu, Xã Phạm Văn Hai, Bình Chánh, Hồ Chí Minh",213,,,,,,2,1,Have certificate,Basic,2.65,2024
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100,5,12,,,3,,,Have certificate,,6.5,2024
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",44,6,2,,,4,4,5,Have certificate,Full,5.88,2024
"Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40,4,4,Tây,Tây,1,2,2,,Full,2.3,2024
"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",47.5,4,5,,,1,2,2,Have certificate,Full,5.2,2024
"Đường Trung Mỹ Tây, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",76,,8,,,5,7,7,Have certificate,,5.9,2024
"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",121,7,3.5,Bắc,Bắc,1,2,2,Have certificate,Basic,8.8,2024
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",50,,,,,,,,Have certificate,Full,3.68,2024
"Xã Hưng Long, Bình Chánh, Hồ Chí Minh",70,6,,Nam,Nam,3,3,3,Have certificate,Full,1.6,2024
"Đường Âu Cơ, Phường 9, Tân Bình, Hồ Chí Minh",59.8,,,,,5,5,5,Have certificate,,10,2024
"Đường Số 8, Phường Phước Bình, Quận 9, Hồ Chí Minh",86,,,,,,,,Have certificate,,9,2024
"Hẻm 502, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",64,,8,,,2,3,3,Have certificate,,6.8,2024
"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",88,,6,,,4,5,4,Have certificate,,6.8,2024
"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",48,5,20,,,5,7,7,Have certificate,Full,8.9,2024
"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",115,5,10,,,4,5,6,,Full,9.55,2024
"Đường Xuân Thới Thượng 6-2, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",150,7.5,7,,,1,,,,,6.5,2024
"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh.",85,15,6,Đông,Đông,2,3,2,Have certificate,Basic,3.7,2024
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",42,3.6,2,,,2,2,2,Have certificate,Basic,3.2,2024
"480/, Đường Mã Lò, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",56,4,6,,,3,3,3,Have certificate,Basic,4.55,2024
"Đường Trường Chinh, Phường 13, Tân Bình, Hồ Chí Minh",79,4.2,,,,4,6,5,Have certificate,Full,8,2024
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50,,,,,4,4,4,Have certificate,,5.6,2024
"Dự án ST Moritz Phạm Văn Đồng, Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",200,6.4,,Đông Bắc,,2,,,Sale contract,,7.9,2024
"Đường Bác Ái, Phường Tân Thành, Tân Phú, Hồ Chí Minh",85,4.1,16,,,3,5,5,Have certificate,,8.9,2024
"Đường Số 14, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",60,,,Tây,,2,2,2,Have certificate,,6.25,2024
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",60,,6,,,2,,,,,5.9,2024
"Đường Quách Hữu Nghiêm, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",66,4.2,6,,,1,,,Have certificate,,7.3,2024
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",35,5,4,,,2,2,2,Have certificate,,3.1,2024
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",51,4,4,,,2,2,3,,,4.86,2024
"Đường Dương Đình Hội, Phường Phước Long B, Quận 9, Hồ Chí Minh",60,4,5,,,3,3,4,Have certificate,,6,2024
"Đường Nguyễn Văn Dung, Phường 6, Gò Vấp, Hồ Chí Minh",50,5,5,,,5,4,5,Have certificate,Full,7.3,2024
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",60,,,,,2,2,2,Have certificate,,3.68,2024
"Đường Số 14, Phường 8, Gò Vấp, Hồ Chí Minh",32,4,4,,,2,2,2,Have certificate,Full,3.95,2024
"Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",66,4,4,,,4,5,6,Have certificate,Basic,7.7,2024
"Đường Lê Lâm, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",59,,14,,,2,3,,Have certificate,Full,6.1,2024
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",64,4,5,Đông Nam,Đông Nam,5,4,5,Have certificate,Full,9.55,2024
"Đường Lê Văn Thịnh, Phường Cát Lái, Quận 2, Hồ Chí Minh",79,,,,,,,,,,5.6,2024
"Đường Vĩnh Viễn, Phường 4, Quận 10, Hồ Chí Minh",33.7,,,Đông Bắc,,2,2,2,Have certificate,,4.7,2024
"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",50,,7,,,4,4,4,Have certificate,Full,4.7,2024
"Đường Phạm Thế Hiển, Phường 4, Quận 8, Hồ Chí Minh",51,,,,,2,4,4,Have certificate,Full,5.8,2024
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",60,4.9,6,,,3,,,Have certificate,Full,6.3,2024
"Đường Bà Hạt, Phường 9, Quận 10, Hồ Chí Minh",33.5,,,Tây,,,2,2,Have certificate,,4.9,2024
"Đường Lê Hồng Phong, Phường 10, Quận 10, Hồ Chí Minh",70,3.8,5,,,5,,,Have certificate,Full,10,2024
"Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh",16.9,,,,,3,2,3,Have certificate,,4,2024
